Source,Target,Type,Id,Label,Weight
V9020,S5020,Undirected,3558,,24
V9020,G1017,Undirected,3559,,30
V9020,G1039,Undirected,3560,,18
V9020,B1787,Undirected,3561,,23
V9020,V9002,Undirected,3562,,28
V9020,G1063,Undirected,3563,,24
V9020,S5026,Undirected,3564,,19
V9020,V9014,Undirected,3565,,26
V9020,V9019,Undirected,3566,,21
V9020,B1742,Undirected,3567,,15
V9020,V9012,Undirected,3568,,18
V9020,M1205,Undirected,3569,,33
V9020,N6001,Undirected,3570,,34
V9020,G1061,Undirected,3571,,26
V9020,G1066,Undirected,3572,,29
V9020,S5040,Undirected,3573,,33
V9020,B1735,Undirected,3574,,34
V9020,B1737,Undirected,3575,,21
V9020,N6009,Undirected,3576,,29
V9020,S5032,Undirected,3577,,31
V9020,S5004,Undirected,3578,,31
V9020,S5047,Undirected,3579,,32
V9020,S5014,Undirected,3580,,27
V9020,V9011,Undirected,3581,,24
V9020,V9022,Undirected,3582,,19
V9020,B1736,Undirected,3583,,36
V9020,G1057,Undirected,3584,,24
V9020,S5042,Undirected,3585,,24
V9020,S5018,Undirected,3586,,27
V9020,S5029,Undirected,3587,,18
V9020,G1064,Undirected,3588,,30
V9020,G1020,Undirected,3589,,25
V9020,B1739,Undirected,3590,,26
V9020,B1790,Undirected,3591,,31
V9020,G1052,Undirected,3592,,28
V9020,B1793,Undirected,3593,,20
V9020,S5022,Undirected,3594,,22
V9020,S5012,Undirected,3595,,22
V9020,S5038,Undirected,3596,,19
V9020,S5039,Undirected,3597,,21
V9020,G1027,Undirected,3598,,21
V9020,S5025,Undirected,3599,,32
V9020,S5015,Undirected,3600,,22
V9020,V9001,Undirected,3601,,33
V9020,S5027,Undirected,3602,,28
V9020,G1050,Undirected,3603,,27
V9020,B1778,Undirected,3604,,24
V9020,B1788,Undirected,3605,,23
V9020,V9007,Undirected,3606,,20
V9020,G1051,Undirected,3607,,28
V9020,B1732,Undirected,3608,,19
V9020,B1740,Undirected,3609,,24
V9020,S5023,Undirected,3610,,13
M1208,B1785,Undirected,3611,,45
M1208,S5033,Undirected,3612,,25
M1208,B1733,Undirected,3613,,38
M1208,G1023,Undirected,3614,,27
M1208,B1781,Undirected,3615,,19
M1208,V9024,Undirected,3616,,25
M1208,G1031,Undirected,3617,,26
M1208,V9003,Undirected,3618,,31
M1208,S5037,Undirected,3619,,36
M1208,B1791,Undirected,3620,,16
M1208,S5010,Undirected,3621,,15
M1208,G1025,Undirected,3622,,24
M1208,S5044,Undirected,3623,,39
M1208,S5003,Undirected,3624,,23
M1208,B1784,Undirected,3625,,33
M1208,S5045,Undirected,3626,,34
M1208,S5043,Undirected,3627,,35
M1208,B1777,Undirected,3628,,22
M1208,S5024,Undirected,3629,,41
M1208,G1032,Undirected,3630,,24
M1208,N6004,Undirected,3631,,38
M1208,B1780,Undirected,3632,,18
M1208,B1782,Undirected,3633,,39
M1208,S5041,Undirected,3634,,15
M1208,G1019,Undirected,3635,,27
M1208,S5016,Undirected,3636,,18
M1208,V9013,Undirected,3637,,14
M1208,B1786,Undirected,3638,,20
M1208,B1792,Undirected,3639,,32
M1208,S5009,Undirected,3640,,20
M1208,B1776,Undirected,3641,,33
M1208,G1033,Undirected,3642,,30
M1208,B1727,Undirected,3643,,32
M1208,V9008,Undirected,3644,,32
M1208,M1207,Undirected,3645,,37
M1208,G1068,Undirected,3646,,21
M1208,V9010,Undirected,3647,,31
M1208,S5005,Undirected,3648,,16
M1208,S5006,Undirected,3649,,18
M1208,S5050,Undirected,3650,,22
M1208,B1779,Undirected,3651,,16
M1208,G1062,Undirected,3652,,17
M1208,G1056,Undirected,3653,,16
M1208,M1204,Undirected,3654,,37
M1208,S5046,Undirected,3655,,22
M1208,G1029,Undirected,3656,,18
M1208,V9018,Undirected,3657,,18
M1208,G1034,Undirected,3658,,20
M1208,V9025,Undirected,3659,,31
M1208,S5002,Undirected,3660,,25
M1208,G1060,Undirected,3661,,26
M1208,S5036,Undirected,3662,,32
M1208,B1729,Undirected,3663,,36
M1208,G1022,Undirected,3664,,30
M1208,B1731,Undirected,3665,,38
M1208,N6005,Undirected,3666,,30
M1208,B1783,Undirected,3667,,42
M1208,V9006,Undirected,3668,,30
M1208,V9004,Undirected,3669,,38
M1208,V9009,Undirected,3670,,24
M1208,V9005,Undirected,3671,,29
M1208,B1728,Undirected,3672,,28
M1208,M1202,Undirected,3673,,22
M1208,G1058,Undirected,3674,,13
M1208,V9017,Undirected,3675,,21
M1208,G1053,Undirected,3676,,20
M1208,M1206,Undirected,3677,,24
M1208,V9027,Undirected,3678,,22
M1208,G1018,Undirected,3679,,25
M1208,G1054,Undirected,3680,,19
M1208,S5017,Undirected,3681,,24
M1208,S5007,Undirected,3682,,18
M1208,G1059,Undirected,3683,,20
M1208,B1789,Undirected,3684,,19
M1208,S5019,Undirected,3685,,24
M1208,N6002,Undirected,3686,,41
M1208,N6006,Undirected,3687,,41
M1208,M1205,Undirected,3688,,45
M1208,G1020,Undirected,3689,,31
M1208,B1735,Undirected,3690,,41
M1208,S5015,Undirected,3691,,34
M1208,V9007,Undirected,3692,,34
M1208,B1793,Undirected,3693,,37
M1208,S5027,Undirected,3694,,32
M1208,B1736,Undirected,3695,,46
M1208,G1052,Undirected,3696,,44
M1208,V9011,Undirected,3697,,28
M1208,G1057,Undirected,3698,,38
M1208,V9001,Undirected,3699,,31
M1208,G1066,Undirected,3700,,31
M1208,G1061,Undirected,3701,,29
M1208,N6001,Undirected,3702,,42
M1208,S5025,Undirected,3703,,30
M1208,S5018,Undirected,3704,,32
M1208,G1050,Undirected,3705,,31
M1208,S5032,Undirected,3706,,32
M1208,N6009,Undirected,3707,,31
M1208,S5014,Undirected,3708,,33
M1208,G1027,Undirected,3709,,32
M1208,B1740,Undirected,3710,,25
M1208,B1732,Undirected,3711,,11
M1208,S5047,Undirected,3712,,19
M1208,S5040,Undirected,3713,,21
M1208,B1739,Undirected,3714,,18
M1208,B1778,Undirected,3715,,22
M1208,G1064,Undirected,3716,,18
M1208,V9022,Undirected,3717,,11
M1208,B1795,Undirected,3718,,40
M1208,G1030,Undirected,3719,,28
M1208,V9012,Undirected,3720,,27
M1208,G1017,Undirected,3721,,29
M1208,S5026,Undirected,3722,,39
M1208,S5011,Undirected,3723,,37
M1208,B1742,Undirected,3724,,29
M1208,B1734,Undirected,3725,,37
M1208,V9002,Undirected,3726,,38
M1208,V9019,Undirected,3727,,35
M1208,B1737,Undirected,3728,,35
M1208,V9014,Undirected,3729,,31
M1208,S5004,Undirected,3730,,31
M1208,S5049,Undirected,3731,,17
M1208,V9026,Undirected,3732,,23
M1208,S5042,Undirected,3733,,17
M1208,S5029,Undirected,3734,,19
M1208,B1790,Undirected,3735,,37
M1208,S5008,Undirected,3736,,34
M1208,N6003,Undirected,3737,,44
M1208,G1065,Undirected,3738,,30
M1208,S5022,Undirected,3739,,41
M1208,S5012,Undirected,3740,,31
M1208,S5038,Undirected,3741,,22
M1208,S5039,Undirected,3742,,20
M1208,B1787,Undirected,3743,,23
M1208,V9016,Undirected,3744,,24
M1208,G1063,Undirected,3745,,16
M1208,S5020,Undirected,3746,,21
M1208,G1021,Undirected,3747,,15
M1208,G1051,Undirected,3748,,19
M1208,S5031,Undirected,3749,,14
M1208,B1788,Undirected,3750,,20
M1208,V9015,Undirected,3751,,10
M1208,G1039,Undirected,3752,,21
M1208,B1738,Undirected,3753,,18
M1208,S5048,Undirected,3754,,14
M1208,S5023,Undirected,3755,,8
B1785,S5033,Undirected,3756,,20
B1785,B1733,Undirected,3757,,34
B1785,G1023,Undirected,3758,,18
B1785,B1781,Undirected,3759,,25
B1785,V9024,Undirected,3760,,25
B1785,G1031,Undirected,3761,,25
B1785,V9003,Undirected,3762,,37
B1785,S5037,Undirected,3763,,39
B1785,B1791,Undirected,3764,,16
B1785,S5010,Undirected,3765,,20
B1785,G1025,Undirected,3766,,21
B1785,S5044,Undirected,3767,,40
B1785,S5003,Undirected,3768,,24
B1785,B1784,Undirected,3769,,33
B1785,S5045,Undirected,3770,,32
B1785,S5043,Undirected,3771,,35
B1785,B1777,Undirected,3772,,26
B1785,S5024,Undirected,3773,,38
B1785,G1032,Undirected,3774,,21
B1785,N6004,Undirected,3775,,32
B1785,B1780,Undirected,3776,,17
B1785,B1782,Undirected,3777,,36
B1785,S5041,Undirected,3778,,18
B1785,G1019,Undirected,3779,,26
B1785,S5016,Undirected,3780,,18
B1785,V9013,Undirected,3781,,19
B1785,B1786,Undirected,3782,,24
B1785,B1792,Undirected,3783,,33
B1785,S5009,Undirected,3784,,25
B1785,B1776,Undirected,3785,,40
B1785,G1033,Undirected,3786,,36
B1785,B1727,Undirected,3787,,37
B1785,V9008,Undirected,3788,,37
B1785,M1207,Undirected,3789,,36
B1785,G1068,Undirected,3790,,22
B1785,V9010,Undirected,3791,,36
B1785,S5005,Undirected,3792,,21
B1785,S5006,Undirected,3793,,20
B1785,S5050,Undirected,3794,,22
B1785,B1779,Undirected,3795,,19
B1785,G1062,Undirected,3796,,16
B1785,G1056,Undirected,3797,,17
B1785,M1204,Undirected,3798,,31
B1785,S5046,Undirected,3799,,20
B1785,G1029,Undirected,3800,,15
B1785,V9018,Undirected,3801,,20
B1785,G1034,Undirected,3802,,22
B1785,V9025,Undirected,3803,,26
B1785,S5002,Undirected,3804,,22
B1785,G1060,Undirected,3805,,24
B1785,S5036,Undirected,3806,,37
B1785,B1729,Undirected,3807,,41
B1785,G1022,Undirected,3808,,32
B1785,B1731,Undirected,3809,,37
B1785,N6005,Undirected,3810,,31
B1785,B1783,Undirected,3811,,42
B1785,V9006,Undirected,3812,,27
B1785,V9004,Undirected,3813,,38
B1785,V9009,Undirected,3814,,28
B1785,V9005,Undirected,3815,,33
B1785,B1728,Undirected,3816,,34
B1785,M1202,Undirected,3817,,32
B1785,G1058,Undirected,3818,,18
B1785,V9017,Undirected,3819,,21
B1785,G1053,Undirected,3820,,24
B1785,M1206,Undirected,3821,,30
B1785,V9027,Undirected,3822,,17
B1785,G1018,Undirected,3823,,24
B1785,G1054,Undirected,3824,,21
B1785,S5017,Undirected,3825,,24
B1785,S5007,Undirected,3826,,18
B1785,G1059,Undirected,3827,,18
B1785,B1789,Undirected,3828,,24
B1785,S5019,Undirected,3829,,25
B1785,N6002,Undirected,3830,,35
B1785,N6006,Undirected,3831,,40
B1785,M1205,Undirected,3832,,39
B1785,G1020,Undirected,3833,,26
B1785,B1735,Undirected,3834,,40
B1785,S5015,Undirected,3835,,28
B1785,V9007,Undirected,3836,,37
B1785,B1793,Undirected,3837,,36
B1785,S5027,Undirected,3838,,29
B1785,B1736,Undirected,3839,,38
B1785,G1052,Undirected,3840,,37
B1785,V9011,Undirected,3841,,32
B1785,G1057,Undirected,3842,,33
B1785,V9001,Undirected,3843,,25
B1785,G1066,Undirected,3844,,30
B1785,G1061,Undirected,3845,,20
B1785,N6001,Undirected,3846,,34
B1785,S5025,Undirected,3847,,24
B1785,S5018,Undirected,3848,,22
B1785,G1050,Undirected,3849,,15
B1785,S5032,Undirected,3850,,19
B1785,N6009,Undirected,3851,,37
B1785,S5014,Undirected,3852,,24
B1785,G1027,Undirected,3853,,10
B1785,B1740,Undirected,3854,,16
B1785,B1732,Undirected,3855,,15
B1785,S5047,Undirected,3856,,17
B1785,S5040,Undirected,3857,,29
B1785,B1739,Undirected,3858,,21
B1785,B1778,Undirected,3859,,24
B1785,G1064,Undirected,3860,,18
B1785,V9022,Undirected,3861,,18
B1785,B1795,Undirected,3862,,38
B1785,G1030,Undirected,3863,,30
B1785,V9012,Undirected,3864,,27
B1785,G1017,Undirected,3865,,38
B1785,S5026,Undirected,3866,,32
B1785,S5011,Undirected,3867,,29
B1785,B1742,Undirected,3868,,27
B1785,B1734,Undirected,3869,,30
B1785,V9002,Undirected,3870,,26
B1785,V9019,Undirected,3871,,33
B1785,B1737,Undirected,3872,,18
B1785,V9014,Undirected,3873,,20
B1785,S5004,Undirected,3874,,19
B1785,S5049,Undirected,3875,,17
B1785,V9026,Undirected,3876,,22
B1785,S5042,Undirected,3877,,22
B1785,S5029,Undirected,3878,,23
B1785,B1790,Undirected,3879,,35
B1785,S5008,Undirected,3880,,38
B1785,N6003,Undirected,3881,,38
B1785,G1065,Undirected,3882,,17
B1785,S5022,Undirected,3883,,16
B1785,S5012,Undirected,3884,,24
B1785,S5038,Undirected,3885,,27
B1785,S5039,Undirected,3886,,14
B1785,B1787,Undirected,3887,,17
B1785,V9016,Undirected,3888,,22
B1785,G1063,Undirected,3889,,35
B1785,S5020,Undirected,3890,,36
B1785,G1021,Undirected,3891,,17
B1785,G1051,Undirected,3892,,21
B1785,S5048,Undirected,3893,,22
B1785,G1039,Undirected,3894,,28
B1785,B1738,Undirected,3895,,21
B1785,V9015,Undirected,3896,,18
B1785,S5023,Undirected,3897,,13
B1785,B1788,Undirected,3898,,16
B1785,S5031,Undirected,3899,,11
S5033,B1733,Undirected,3900,,31
S5033,G1023,Undirected,3901,,24
S5033,B1781,Undirected,3902,,19
S5033,V9024,Undirected,3903,,27
S5033,G1031,Undirected,3904,,25
S5033,V9003,Undirected,3905,,31
S5033,S5037,Undirected,3906,,29
S5033,B1791,Undirected,3907,,28
S5033,S5010,Undirected,3908,,18
S5033,G1025,Undirected,3909,,20
S5033,S5044,Undirected,3910,,36
S5033,S5003,Undirected,3911,,30
S5033,B1784,Undirected,3912,,32
S5033,S5045,Undirected,3913,,36
S5033,S5043,Undirected,3914,,23
S5033,B1777,Undirected,3915,,20
S5033,S5024,Undirected,3916,,29
S5033,G1032,Undirected,3917,,24
S5033,N6004,Undirected,3918,,31
S5033,B1780,Undirected,3919,,29
S5033,B1782,Undirected,3920,,33
S5033,S5041,Undirected,3921,,23
S5033,G1019,Undirected,3922,,30
S5033,S5016,Undirected,3923,,18
S5033,V9013,Undirected,3924,,21
S5033,B1786,Undirected,3925,,21
S5033,B1792,Undirected,3926,,29
S5033,S5009,Undirected,3927,,24
S5033,B1776,Undirected,3928,,32
S5033,G1033,Undirected,3929,,28
S5033,B1727,Undirected,3930,,24
S5033,V9008,Undirected,3931,,28
S5033,M1207,Undirected,3932,,31
S5033,G1068,Undirected,3933,,23
S5033,V9010,Undirected,3934,,32
S5033,S5005,Undirected,3935,,19
S5033,S5006,Undirected,3936,,23
S5033,S5050,Undirected,3937,,20
S5033,B1779,Undirected,3938,,19
S5033,G1062,Undirected,3939,,27
S5033,G1056,Undirected,3940,,19
S5033,M1204,Undirected,3941,,35
S5033,S5046,Undirected,3942,,28
S5033,G1029,Undirected,3943,,15
S5033,V9018,Undirected,3944,,28
S5033,G1034,Undirected,3945,,22
S5033,V9025,Undirected,3946,,17
S5033,S5002,Undirected,3947,,31
S5033,G1060,Undirected,3948,,22
S5033,S5036,Undirected,3949,,38
S5033,B1729,Undirected,3950,,31
S5033,G1022,Undirected,3951,,24
S5033,B1731,Undirected,3952,,32
S5033,N6005,Undirected,3953,,36
S5033,B1783,Undirected,3954,,39
S5033,V9006,Undirected,3955,,26
S5033,V9004,Undirected,3956,,35
S5033,V9009,Undirected,3957,,23
S5033,V9005,Undirected,3958,,25
S5033,B1728,Undirected,3959,,25
S5033,M1202,Undirected,3960,,30
S5033,G1058,Undirected,3961,,23
S5033,V9017,Undirected,3962,,23
S5033,G1053,Undirected,3963,,28
S5033,M1206,Undirected,3964,,29
S5033,V9027,Undirected,3965,,31
S5033,G1018,Undirected,3966,,30
S5033,G1054,Undirected,3967,,21
S5033,S5017,Undirected,3968,,23
S5033,S5007,Undirected,3969,,32
S5033,G1059,Undirected,3970,,25
S5033,B1789,Undirected,3971,,27
S5033,S5019,Undirected,3972,,29
S5033,N6002,Undirected,3973,,35
S5033,N6006,Undirected,3974,,37
S5033,S5031,Undirected,3975,,4
S5033,N6003,Undirected,3976,,21
S5033,B1795,Undirected,3977,,25
S5033,S5008,Undirected,3978,,29
S5033,V9015,Undirected,3979,,29
S5033,G1030,Undirected,3980,,26
S5033,V9016,Undirected,3981,,26
S5033,G1065,Undirected,3982,,22
S5033,B1738,Undirected,3983,,19
S5033,S5011,Undirected,3984,,24
S5033,G1021,Undirected,3985,,20
S5033,S5048,Undirected,3986,,21
S5033,S5049,Undirected,3987,,24
S5033,B1734,Undirected,3988,,19
S5033,V9026,Undirected,3989,,25
S5033,S5020,Undirected,3990,,23
S5033,G1017,Undirected,3991,,28
S5033,G1039,Undirected,3992,,24
S5033,B1787,Undirected,3993,,25
S5033,V9002,Undirected,3994,,37
S5033,G1063,Undirected,3995,,25
S5033,S5026,Undirected,3996,,25
S5033,V9014,Undirected,3997,,26
S5033,V9019,Undirected,3998,,21
S5033,B1742,Undirected,3999,,14
S5033,V9012,Undirected,4000,,19
S5033,M1205,Undirected,4001,,18
S5033,N6001,Undirected,4002,,25
S5033,G1061,Undirected,4003,,16
S5033,G1066,Undirected,4004,,26
S5033,S5040,Undirected,4005,,21
S5033,B1735,Undirected,4006,,37
S5033,B1737,Undirected,4007,,27
S5033,N6009,Undirected,4008,,30
S5033,S5032,Undirected,4009,,22
S5033,S5004,Undirected,4010,,17
S5033,S5047,Undirected,4011,,28
S5033,S5014,Undirected,4012,,24
S5033,V9011,Undirected,4013,,27
S5033,V9022,Undirected,4014,,26
S5033,B1736,Undirected,4015,,36
S5033,G1057,Undirected,4016,,23
S5033,S5042,Undirected,4017,,28
S5033,S5018,Undirected,4018,,29
S5033,S5029,Undirected,4019,,24
S5033,G1064,Undirected,4020,,27
S5033,B1740,Undirected,4021,,23
S5033,B1788,Undirected,4022,,22
S5033,G1050,Undirected,4023,,24
S5033,S5027,Undirected,4024,,24
S5033,B1732,Undirected,4025,,23
S5033,G1051,Undirected,4026,,21
S5033,S5022,Undirected,4027,,24
S5033,S5025,Undirected,4028,,19
S5033,B1778,Undirected,4029,,23
S5033,S5038,Undirected,4030,,19
S5033,S5015,Undirected,4031,,17
S5033,S5039,Undirected,4032,,18
S5033,V9007,Undirected,4033,,24
S5033,B1739,Undirected,4034,,18
S5033,S5023,Undirected,4035,,9
S5033,G1027,Undirected,4036,,17
S5033,G1052,Undirected,4037,,23
S5033,G1020,Undirected,4038,,19
S5033,V9001,Undirected,4039,,21
S5033,B1793,Undirected,4040,,22
S5033,B1790,Undirected,4041,,22
S5033,S5012,Undirected,4042,,27
B1733,G1023,Undirected,4043,,22
B1733,B1781,Undirected,4044,,23
B1733,V9024,Undirected,4045,,24
B1733,G1031,Undirected,4046,,29
B1733,V9003,Undirected,4047,,36
B1733,S5037,Undirected,4048,,39
B1733,B1791,Undirected,4049,,19
B1733,S5010,Undirected,4050,,21
B1733,G1025,Undirected,4051,,27
B1733,S5044,Undirected,4052,,43
B1733,S5003,Undirected,4053,,23
B1733,B1784,Undirected,4054,,45
B1733,S5045,Undirected,4055,,36
B1733,S5043,Undirected,4056,,51
B1733,B1777,Undirected,4057,,25
B1733,S5024,Undirected,4058,,44
B1733,G1032,Undirected,4059,,27
B1733,N6004,Undirected,4060,,40
B1733,B1780,Undirected,4061,,21
B1733,B1782,Undirected,4062,,49
B1733,S5041,Undirected,4063,,27
B1733,G1019,Undirected,4064,,30
B1733,S5016,Undirected,4065,,26
B1733,V9013,Undirected,4066,,20
B1733,B1786,Undirected,4067,,21
B1733,B1792,Undirected,4068,,42
B1733,S5009,Undirected,4069,,24
B1733,B1776,Undirected,4070,,39
B1733,G1033,Undirected,4071,,42
B1733,B1727,Undirected,4072,,42
B1733,V9008,Undirected,4073,,40
B1733,M1207,Undirected,4074,,43
B1733,G1068,Undirected,4075,,23
B1733,V9010,Undirected,4076,,37
B1733,S5005,Undirected,4077,,20
B1733,S5006,Undirected,4078,,21
B1733,S5050,Undirected,4079,,21
B1733,B1779,Undirected,4080,,23
B1733,G1062,Undirected,4081,,27
B1733,G1056,Undirected,4082,,22
B1733,M1204,Undirected,4083,,41
B1733,S5046,Undirected,4084,,21
B1733,G1029,Undirected,4085,,16
B1733,V9018,Undirected,4086,,27
B1733,G1034,Undirected,4087,,28
B1733,V9025,Undirected,4088,,32
B1733,S5002,Undirected,4089,,24
B1733,G1060,Undirected,4090,,27
B1733,S5036,Undirected,4091,,42
B1733,B1729,Undirected,4092,,41
B1733,G1022,Undirected,4093,,35
B1733,B1731,Undirected,4094,,46
B1733,N6005,Undirected,4095,,44
B1733,B1783,Undirected,4096,,48
B1733,V9006,Undirected,4097,,38
B1733,V9004,Undirected,4098,,38
B1733,V9009,Undirected,4099,,39
B1733,V9005,Undirected,4100,,37
B1733,B1728,Undirected,4101,,36
B1733,M1202,Undirected,4102,,32
B1733,G1058,Undirected,4103,,27
B1733,V9017,Undirected,4104,,26
B1733,G1053,Undirected,4105,,25
B1733,M1206,Undirected,4106,,29
B1733,V9027,Undirected,4107,,23
B1733,G1018,Undirected,4108,,25
B1733,G1054,Undirected,4109,,23
B1733,S5017,Undirected,4110,,27
B1733,S5007,Undirected,4111,,22
B1733,G1059,Undirected,4112,,26
B1733,B1789,Undirected,4113,,30
B1733,S5019,Undirected,4114,,29
B1733,N6002,Undirected,4115,,39
B1733,N6006,Undirected,4116,,41
B1733,M1205,Undirected,4117,,38
B1733,G1020,Undirected,4118,,26
B1733,B1735,Undirected,4119,,36
B1733,S5015,Undirected,4120,,28
B1733,V9007,Undirected,4121,,31
B1733,B1793,Undirected,4122,,34
B1733,S5027,Undirected,4123,,34
B1733,B1736,Undirected,4124,,39
B1733,G1052,Undirected,4125,,38
B1733,V9011,Undirected,4126,,30
B1733,G1057,Undirected,4127,,33
B1733,V9001,Undirected,4128,,29
B1733,G1066,Undirected,4129,,23
B1733,G1061,Undirected,4130,,27
B1733,N6001,Undirected,4131,,41
B1733,S5025,Undirected,4132,,26
B1733,S5018,Undirected,4133,,24
B1733,G1050,Undirected,4134,,27
B1733,S5032,Undirected,4135,,30
B1733,N6009,Undirected,4136,,37
B1733,S5014,Undirected,4137,,28
B1733,G1027,Undirected,4138,,25
B1733,B1740,Undirected,4139,,27
B1733,B1732,Undirected,4140,,31
B1733,S5047,Undirected,4141,,30
B1733,S5040,Undirected,4142,,22
B1733,B1739,Undirected,4143,,16
B1733,B1778,Undirected,4144,,22
B1733,G1064,Undirected,4145,,27
B1733,V9022,Undirected,4146,,12
B1733,B1795,Undirected,4147,,30
B1733,G1030,Undirected,4148,,26
B1733,V9012,Undirected,4149,,24
B1733,G1017,Undirected,4150,,32
B1733,S5026,Undirected,4151,,28
B1733,S5011,Undirected,4152,,24
B1733,B1742,Undirected,4153,,30
B1733,B1734,Undirected,4154,,32
B1733,V9002,Undirected,4155,,30
B1733,V9019,Undirected,4156,,24
B1733,B1737,Undirected,4157,,24
B1733,V9014,Undirected,4158,,28
B1733,S5004,Undirected,4159,,21
B1733,S5049,Undirected,4160,,17
B1733,V9026,Undirected,4161,,32
B1733,S5042,Undirected,4162,,18
B1733,S5029,Undirected,4163,,26
B1733,B1790,Undirected,4164,,31
B1733,S5008,Undirected,4165,,24
B1733,N6003,Undirected,4166,,37
B1733,G1065,Undirected,4167,,33
B1733,S5022,Undirected,4168,,37
B1733,S5012,Undirected,4169,,20
B1733,S5038,Undirected,4170,,29
B1733,S5039,Undirected,4171,,29
B1733,B1787,Undirected,4172,,25
B1733,V9016,Undirected,4173,,32
B1733,G1063,Undirected,4174,,29
B1733,S5020,Undirected,4175,,27
B1733,G1021,Undirected,4176,,24
B1733,G1051,Undirected,4177,,24
B1733,S5031,Undirected,4178,,9
B1733,B1788,Undirected,4179,,22
B1733,S5048,Undirected,4180,,21
B1733,B1738,Undirected,4181,,24
B1733,V9015,Undirected,4182,,20
B1733,G1039,Undirected,4183,,28
B1733,S5023,Undirected,4184,,11
G1023,B1781,Undirected,4185,,20
G1023,V9024,Undirected,4186,,26
G1023,G1031,Undirected,4187,,23
G1023,V9003,Undirected,4188,,26
G1023,S5037,Undirected,4189,,35
G1023,B1791,Undirected,4190,,16
G1023,S5010,Undirected,4191,,15
G1023,G1025,Undirected,4192,,22
G1023,S5044,Undirected,4193,,32
G1023,S5003,Undirected,4194,,26
G1023,B1784,Undirected,4195,,27
G1023,S5045,Undirected,4196,,28
G1023,S5043,Undirected,4197,,30
G1023,B1777,Undirected,4198,,13
G1023,S5024,Undirected,4199,,33
G1023,G1032,Undirected,4200,,19
G1023,N6004,Undirected,4201,,36
G1023,B1780,Undirected,4202,,21
G1023,B1782,Undirected,4203,,26
G1023,S5041,Undirected,4204,,24
G1023,G1019,Undirected,4205,,22
G1023,S5016,Undirected,4206,,17
G1023,V9013,Undirected,4207,,19
G1023,B1786,Undirected,4208,,11
G1023,B1792,Undirected,4209,,29
G1023,S5009,Undirected,4210,,18
G1023,B1776,Undirected,4211,,28
G1023,G1033,Undirected,4212,,32
G1023,B1727,Undirected,4213,,33
G1023,V9008,Undirected,4214,,29
G1023,M1207,Undirected,4215,,30
G1023,G1068,Undirected,4216,,17
G1023,V9010,Undirected,4217,,30
G1023,S5005,Undirected,4218,,25
G1023,S5006,Undirected,4219,,19
G1023,S5050,Undirected,4220,,26
G1023,B1779,Undirected,4221,,18
G1023,G1062,Undirected,4222,,26
G1023,G1056,Undirected,4223,,20
G1023,M1204,Undirected,4224,,32
G1023,S5046,Undirected,4225,,22
G1023,G1029,Undirected,4226,,18
G1023,V9018,Undirected,4227,,24
G1023,G1034,Undirected,4228,,24
G1023,V9025,Undirected,4229,,21
G1023,S5002,Undirected,4230,,24
G1023,G1060,Undirected,4231,,23
G1023,S5036,Undirected,4232,,32
G1023,B1729,Undirected,4233,,27
G1023,G1022,Undirected,4234,,27
G1023,B1731,Undirected,4235,,33
G1023,N6005,Undirected,4236,,32
G1023,B1783,Undirected,4237,,38
G1023,V9006,Undirected,4238,,25
G1023,V9004,Undirected,4239,,40
G1023,V9009,Undirected,4240,,18
G1023,V9005,Undirected,4241,,29
G1023,B1728,Undirected,4242,,25
G1023,M1202,Undirected,4243,,21
G1023,G1058,Undirected,4244,,22
G1023,V9017,Undirected,4245,,14
G1023,G1053,Undirected,4246,,22
G1023,M1206,Undirected,4247,,24
G1023,V9027,Undirected,4248,,23
G1023,G1018,Undirected,4249,,27
G1023,G1054,Undirected,4250,,19
G1023,S5017,Undirected,4251,,20
G1023,S5007,Undirected,4252,,14
G1023,G1059,Undirected,4253,,18
G1023,B1789,Undirected,4254,,20
G1023,S5019,Undirected,4255,,24
G1023,N6002,Undirected,4256,,34
G1023,N6006,Undirected,4257,,43
G1023,S5031,Undirected,4258,,10
G1023,N6003,Undirected,4259,,26
G1023,B1795,Undirected,4260,,28
G1023,S5008,Undirected,4261,,32
G1023,V9015,Undirected,4262,,34
G1023,G1030,Undirected,4263,,23
G1023,V9016,Undirected,4264,,33
G1023,G1065,Undirected,4265,,28
G1023,B1738,Undirected,4266,,21
G1023,S5011,Undirected,4267,,26
G1023,G1021,Undirected,4268,,22
G1023,S5048,Undirected,4269,,24
G1023,S5049,Undirected,4270,,19
G1023,B1734,Undirected,4271,,27
G1023,V9026,Undirected,4272,,22
G1023,S5020,Undirected,4273,,14
G1023,G1017,Undirected,4274,,24
G1023,G1039,Undirected,4275,,18
G1023,B1787,Undirected,4276,,27
G1023,V9002,Undirected,4277,,27
G1023,G1063,Undirected,4278,,18
G1023,S5026,Undirected,4279,,25
G1023,V9014,Undirected,4280,,16
G1023,V9019,Undirected,4281,,20
G1023,B1742,Undirected,4282,,18
G1023,V9012,Undirected,4283,,18
G1023,M1205,Undirected,4284,,25
G1023,N6001,Undirected,4285,,27
G1023,G1061,Undirected,4286,,30
G1023,G1066,Undirected,4287,,27
G1023,S5040,Undirected,4288,,28
G1023,B1735,Undirected,4289,,21
G1023,B1737,Undirected,4290,,24
G1023,N6009,Undirected,4291,,16
G1023,S5032,Undirected,4292,,21
