date,현재수요(MW),전체지역_기온(°C)_가중평균,전체지역_누적강수량(mm)_가중평균,전체지역_풍향(deg)_가중평균,전체지역_풍속(m/s)_가중평균,전체지역_현지기압(hPa)_가중평균,전체지역_습도(%)_가중평균,전체지역_일조(Sec)_가중평균
2016-06-01 00:00:00,55613.26953125,19.08228874206543,-0.0053492877632379,207.5075836181641,1.295234441757202,1000.8612060546876,80.05742645263672,34701.88671875
2016-06-01 00:05:00,55513.85546875,18.9106559753418,0.0066994335502386,210.7477569580078,1.3332104682922363,1001.0682373046876,79.990234375,28020.2109375
2016-06-01 00:10:00,55328.75,18.873619079589844,-0.0010504814563319,208.21380615234372,1.322478175163269,1001.1015014648438,79.88566589355469,24349.291015625
2016-06-01 00:15:00,55338.81640625,19.14836883544922,-0.0303133819252252,211.2423248291016,1.2842732667922974,1000.8877563476562,79.7665786743164,22652.8046875
2016-06-01 00:20:00,54986.12890625,19.08740234375,-0.0436810329556465,207.42466735839844,1.1777288913726809,1000.79296875,80.1441650390625,21251.32421875
2016-06-01 00:25:00,54823.35546875,18.84615707397461,-0.0107977483421564,208.23423767089844,1.2086308002471924,1000.9840698242188,80.51144409179688,20496.154296875
2016-06-01 00:30:00,54990.31640625,18.79827308654785,0.0274070408195257,202.28787231445312,1.233282446861267,1001.2462768554688,79.48397827148438,19891.048828125
2016-06-01 00:35:00,54785.7109375,18.58856010437012,0.0511734411120414,201.63525390625,1.2936439514160156,1001.3765869140624,79.84134674072266,19329.53515625
2016-06-01 00:40:00,54979.68359375,18.68096351623535,0.0302470829337835,196.31155395507807,1.2508678436279297,1001.3937377929688,80.11869049072266,19472.77734375
2016-06-01 00:45:00,54478.3671875,18.576229095458984,0.038210742175579,197.3819122314453,1.236995816230774,1001.3152465820312,80.22260284423828,18684.814453125
2016-06-01 00:50:00,54544.68359375,18.52500534057617,0.0465646907687187,192.47607421875,1.2417230606079102,1001.347412109375,80.29068756103516,18958.689453125
2016-06-01 00:55:00,54595.7421875,18.64471435546875,0.0195310022681951,188.14938354492188,1.2642093896865845,1001.2442016601562,80.49227905273438,18698.216796875
2016-06-01 01:00:00,54135.9609375,18.322738647460938,0.0640408918261528,189.3560485839844,1.249211311340332,1001.4244995117188,81.0920639038086,17541.353515625
2016-06-01 01:05:00,54133.8828125,18.41953468322754,0.0368323251605033,188.2312164306641,1.235608696937561,1001.2859497070312,80.90361785888672,17631.115234375
2016-06-01 01:10:00,53857.94140625,18.378528594970703,0.022548547014594,180.67079162597656,1.2001973390579224,1001.1610107421876,81.5217514038086,17052.96484375
2016-06-01 01:15:00,54121.78515625,18.24666786193848,0.0468349382281303,171.64906311035156,1.1802364587783811,1001.390869140625,81.36491394042969,17042.853515625
2016-06-01 01:20:00,54132.95703125,18.101837158203125,0.0770649835467338,177.02587890625,1.1670801639556885,1001.5508422851562,81.51000213623047,16963.080078125
2016-06-01 01:25:00,54005.6171875,18.03506088256836,0.0723017379641532,180.84683227539065,1.1481903791427612,1001.5300903320312,81.8375015258789,16660.931640625
2016-06-01 01:30:00,53941.86328125,17.950973510742188,0.0867931768298149,184.33859252929688,1.1565654277801514,1001.6200561523438,82.08057403564453,16742.392578125
2016-06-01 01:35:00,53759.58984375,18.039329528808597,0.0473135635256767,185.2058563232422,1.1573519706726074,1001.4212036132812,82.1224594116211,16313.3720703125
2016-06-01 01:40:00,54051.32421875,17.881624221801758,0.0929644033312797,187.47938537597656,1.1974328756332395,1001.7515258789062,82.06195831298828,16578.255859375
2016-06-01 01:45:00,53753.1953125,18.02445602416992,0.0580065175890922,190.3264923095703,1.2015857696533203,1001.4534301757812,81.91736602783203,16773.955078125
2016-06-01 01:50:00,53750.0859375,17.910903930664062,0.0764594003558158,184.63970947265625,1.1801965236663818,1001.5509643554688,81.89558410644531,15994.9609375
2016-06-01 01:55:00,53696.8359375,17.861860275268555,0.0716501399874687,184.58444213867188,1.2037304639816284,1001.5094604492188,82.18597412109375,16224.5390625
2016-06-01 02:00:00,53611.84765625,17.768810272216797,0.1120834276080131,182.3446350097656,1.1949169635772705,1001.6406860351562,82.12782287597656,16277.783203125
2016-06-01 02:05:00,53436.76171875,17.9573917388916,0.069324605166912,183.67523193359372,1.2156673669815063,1001.3492431640624,81.99797821044922,16038.1416015625
2016-06-01 02:10:00,53441.89453125,17.852476119995117,0.0661317035555839,181.31175231933597,1.2006123065948486,1001.4100952148438,82.19222259521484,15720.4580078125
